[20:23:40 14/10/2025] [DEBUG] Request authentication | Meta: {"url":"/","method":"GET","isAuthenticated":true,"isAdmin":true,"userId":"68ccdf9b7eea2d6be5a2f41b","cartCount":0}
[20:23:43 14/10/2025] [DEBUG] Request authentication | Meta: {"url":"/uploads/slides/slide-sample-3.jpg","method":"GET","isAuthenticated":true,"isAdmin":true,"userId":"68ccdf9b7eea2d6be5a2f41b","cartCount":0}
[20:23:44 14/10/2025] [DEBUG] Request authentication | Meta: {"url":"/uploads/slides/slide-sample-2.jpg","method":"GET","isAuthenticated":true,"isAdmin":true,"userId":"68ccdf9b7eea2d6be5a2f41b","cartCount":0}
[20:23:45 14/10/2025] [DEBUG] Request authentication | Meta: {"url":"/favicon.ico","method":"GET","isAuthenticated":true,"isAdmin":true,"userId":"68ccdf9b7eea2d6be5a2f41b","cartCount":0}
[20:23:46 14/10/2025] [DEBUG] Request authentication | Meta: {"url":"/admin/dashboard","method":"GET","isAuthenticated":true,"isAdmin":true,"userId":"68ccdf9b7eea2d6be5a2f41b","cartCount":0}
[20:24:09 14/10/2025] [DEBUG] Request authentication | Meta: {"url":"/admin/reviews","method":"GET","isAuthenticated":true,"isAdmin":true,"userId":"68ccdf9b7eea2d6be5a2f41b","cartCount":0}
[20:24:16 14/10/2025] [DEBUG] Request authentication | Meta: {"url":"/admin/accounts","method":"GET","isAuthenticated":true,"isAdmin":true,"userId":"68ccdf9b7eea2d6be5a2f41b","cartCount":0}
[20:35:55 14/10/2025] [DEBUG] Request authentication | Meta: {"url":"/admin/reviews","method":"GET","isAuthenticated":true,"isAdmin":true,"userId":"68ccdf9b7eea2d6be5a2f41b","cartCount":0}
[20:36:02 14/10/2025] [DEBUG] Request authentication | Meta: {"url":"/admin/categories","method":"GET","isAuthenticated":true,"isAdmin":true,"userId":"68ccdf9b7eea2d6be5a2f41b","cartCount":0}
[20:36:05 14/10/2025] [DEBUG] Request authentication | Meta: {"url":"/admin/orders","method":"GET","isAuthenticated":true,"isAdmin":true,"userId":"68ccdf9b7eea2d6be5a2f41b","cartCount":0}
[20:36:09 14/10/2025] [DEBUG] Request authentication | Meta: {"url":"/admin/products","method":"GET","isAuthenticated":true,"isAdmin":true,"userId":"68ccdf9b7eea2d6be5a2f41b","cartCount":0}
[20:51:46 14/10/2025] [DEBUG] Request authentication | Meta: {"url":"/admin/products","method":"GET","isAuthenticated":true,"isAdmin":true,"userId":"68ccdf9b7eea2d6be5a2f41b","cartCount":0}
[20:52:01 14/10/2025] [DEBUG] Request authentication | Meta: {"url":"/admin/add-product","method":"GET","isAuthenticated":true,"isAdmin":true,"userId":"68ccdf9b7eea2d6be5a2f41b","cartCount":0}
[20:52:46 14/10/2025] [DEBUG] Request authentication | Meta: {"url":"/admin/add-product","method":"POST","isAuthenticated":true,"isAdmin":true,"userId":"68ccdf9b7eea2d6be5a2f41b","cartCount":0}
